prob_Left,prob_Stayed,founder_id
0.4069977939128876,0.593002188205719,52685
0.6891830682754516,0.31081694960594175,30585
0.1481122002005577,0.8518878102302552,54656
0.7832550048828125,0.2167449802160263,33442
0.06912765502929688,0.9308723449707031,15667
0.30910502672195433,0.6908949613571167,3496
0.5588046431541442,0.44119536876678467,46775
0.7518999338150024,0.24810003638267517,72645
0.5132625937461853,0.4867374122142792,4941
0.7289575338363647,0.27104249894618987,65181
0.6107787609100341,0.38922121524810793,49522
0.11978818476200104,0.8802118062973022,8195
0.1302570417523384,0.8697429656982422,52948
0.5176705300807953,0.48232950568199157,35067
0.8221228718757629,0.17787714600563048,53650
0.4813789904117584,0.5186209917068482,49803
0.785787045955658,0.21421294808387756,2213
0.5210866808891297,0.47891331315040586,48091
0.17888814210891724,0.8211118698120117,49462
0.25401086211204527,0.7459891319274903,16073
0.6965132594108582,0.30348674654960633,54967
0.6772291779518127,0.3227708160877228,35183
0.2889759987592697,0.711023998260498,455
0.7499025464057922,0.2500974267721176,36359
0.724365496635437,0.2756344974040985,36048
0.7272312879562378,0.27276870906352996,54081
0.5818890035152435,0.418110990524292,17189
0.5811830043792725,0.41881696581840516,31516
0.28708476126194,0.7129152536392211,3586
0.6521361589431762,0.3478638529777527,49198
0.6981244802474975,0.3018754720687866,60686
0.6328416228294372,0.3671583652496338,14616
0.5707969188690185,0.42920306921005247,12605
0.44498555064201356,0.5550144672393799,27617
0.9406707644462585,0.059329228848218916,23602
0.8450180172920227,0.1549819827079773,20883
0.9036182284355163,0.09638175368309021,64272
0.8987815856933594,0.10121840834617615,71141
0.3773232102394104,0.6226767778396607,62438
0.24074828624725342,0.7592517018318177,55672
0.44102559685707093,0.5589744210243225,18843
0.34537206292152406,0.6546279549598694,59459
0.2958600342273712,0.7041399598121643,56488
0.6713656067848206,0.3286344110965729,11062
0.7309310555458068,0.2690689504146576,70350
0.6054759621620178,0.3945240259170532,25065
0.4796381175518036,0.5203618884086609,59563
0.702103054523468,0.2978969722986221,6080
0.6591845273971557,0.3408154845237732,65256
0.6136726617813111,0.38632732033729555,55816
0.3841133236885071,0.615886676311493,48154
0.804136335849762,0.19586367905139923,19598
0.4807121992111206,0.5192877769470214,45711
0.6483231306076049,0.35167686343193055,31921
0.774401593208313,0.22559840381145477,28968
0.4836049258708954,0.5163950741291046,42658
0.8586094379425049,0.1413905829191208,33024
0.5258805453777313,0.47411946058273313,12971
0.847811758518219,0.1521882325410843,5719
0.6862083911895752,0.31379162669181826,9331
0.5280541956424714,0.4719458043575287,64168
0.11240904927253723,0.8875909090042114,20332
0.5074792623519897,0.4925207197666168,11169
0.506033331155777,0.4939666748046875,30757
0.45824294090270995,0.541757071018219,60983
0.8496687769889831,0.15033121705055236,26913
0.1710682362318039,0.8289318084716797,7546
0.33138490915298463,0.6686150908470154,67990
0.8104676842689514,0.18953231871128082,34301
0.8100622057914734,0.18993780314922332,14321
0.1978791356086731,0.802120852470398,53135
0.5849182367324829,0.4150817632675171,14669
0.9152894854545593,0.08471052944660187,43491
0.7137506365776062,0.2862493485212326,54054
0.7749764561653137,0.22502354383468628,7163
0.3688417673110962,0.631158196926117,26780
0.45546344518661497,0.544536578655243,13903
0.6507985234260559,0.3492014467716217,6649
0.4014884650707245,0.5985115766525269,51846
0.18296551704406738,0.8170345067977905,26809
0.43276612758636473,0.5672338783740998,64951
0.23267382383346558,0.7673261880874633,23719
0.6618304371833801,0.3381695806980133,11190
0.309269779920578,0.6907302379608155,29869
0.09527828991413116,0.9047217249870301,42562
0.26428247392177584,0.735717511177063,3032
0.5157308518886566,0.48426916599273684,26880
0.10125115066766739,0.8987488627433777,47539
0.18134329915046693,0.8186566829681396,4786
0.2602394163608551,0.7397605776786804,68000
0.15492293238639832,0.8450770497322082,42053
0.5129512250423431,0.4870487809181213,54995
0.8965922474861145,0.10340777337551117,1279
0.6483764529228211,0.35162352323532103,13376
0.17338906824588776,0.8266109347343444,13169
0.6089677333831787,0.39103227853775024,33968
0.5526702225208282,0.44732982516288755,25662
0.1698023796081543,0.8301976323127747,34240
0.6972433090209961,0.30275666415691377,72123
0.6280251145362854,0.371974903345108,11833
0.3436184227466583,0.656381618976593,63405
0.07055810019373894,0.9294418811798095,26938
0.40522981286048887,0.5947701930999756,49495
0.22527526319026947,0.7747247219085693,13947
0.9142571687698364,0.08574280440807343,62520
0.46587451100349425,0.5341254889965057,52157
0.8993624091148377,0.10063757300376892,24543
0.22365153431892396,0.7763484597206116,54581
0.5695927262306213,0.43040727376937865,1091
0.7522247791290283,0.24777525067329406,33481
0.46390618085861207,0.536093819141388,11336
0.2312695562839508,0.7687304615974426,2108
0.2929383397102356,0.7070616722106934,6469
0.45134133100509644,0.5486586689949036,66001
0.32498777508735655,0.675012218952179,39357
0.6425036191940308,0.3574963927268982,29600
0.19128790497779846,0.8087120890617371,34896
0.28072389364242556,0.7192761301994324,49124
0.32401089668273925,0.6759891033172607,27997
0.8148767113685608,0.18512329757213591,31155
0.6514145374298096,0.3485854506492615,38313
0.581839644908905,0.4181603372097015,7135
0.4735822379589081,0.5264177680015564,39553
0.09784244298934937,0.9021575450897217,6794
0.9071943044662476,0.09280569404363632,14519
0.49071663022041323,0.5092833518981934,14011
0.6034072279930115,0.396592777967453,16439
0.8031183362007142,0.19688167572021484,6335
0.8526952505111695,0.1473047286272049,19394
0.31685635447502136,0.683143675327301,71080
0.4919589936733246,0.5080410063266754,60021
0.5842815995216369,0.41571840047836306,44982
0.6750380516052246,0.3249619483947754,8899
0.5987891316413879,0.40121087431907654,128
0.5800542235374451,0.41994574666023254,69732
0.6957587003707886,0.304241281747818,46987
0.6097466707229614,0.3902533411979675,73607
0.8673735857009888,0.13262642174959183,45755
0.3772654742002487,0.622734546661377,1881
0.5540359735488891,0.4459640383720398,31115
0.7998257994651794,0.20017420649528503,15295
0.6604586958885192,0.33954132795333863,15968
0.9064353466033935,0.09356467723846436,4666
0.4272741198539734,0.5727258682250976,45346
0.1685621589422226,0.8314378261566162,17550
0.8039787888526917,0.19602121710777282,61929
0.442883825302124,0.557116174697876,832
0.4692545413970947,0.5307454526424408,10269
0.23830696642398835,0.7616930365562439,62491
0.700169813632965,0.2998301923274994,41981
0.5448605000972748,0.4551394939422607,43687
0.6448464512825012,0.3551535367965698,41828
0.21631206274032594,0.7836879014968872,70755
0.506558233499527,0.4934417426586151,9802
0.25734187960624694,0.7426581025123596,43886
0.6348933577537537,0.36510664224624634,69600
0.669790756702423,0.3302092432975769,66482
0.8853022933006287,0.11469773203134537,62883
0.5171933054924012,0.48280667662620547,61496
0.5179556488990784,0.4820443272590637,39479
0.654253089427948,0.34574692845344546,40258
0.6589182853698731,0.3410817563533783,46253
0.1415187895298004,0.8584812045097351,36030
0.85385662317276,0.14614337384700776,67337
0.3811011016368866,0.6188989162445069,63733
0.36758692264556886,0.6324130892753601,65401
0.23484789133071898,0.7651521325111389,44205
0.4871271550655365,0.5128728687763214,17621
0.5537640213966369,0.44623597860336306,26677
0.47454251646995543,0.5254574954509735,32453
0.5379042148590087,0.4620957672595978,27160
0.3393547058105469,0.6606452941894532,3355
0.6167305707931519,0.38326942920684814,63591
0.6066087007522583,0.3933912873268127,30940
0.5862170577049255,0.41378292441368103,17316
0.282945716381073,0.7170542716979981,54762
0.6535429954528809,0.34645697474479675,45422
0.6442955255508422,0.35570446252822874,21229
0.6795371174812317,0.32046288847923277,31471
0.5479551792144776,0.452044814825058,63696
0.33422900438308717,0.6657710075378418,52508
0.2743221282958984,0.7256778597831726,43399
0.15011689066886902,0.8498831272125245,25234
0.7696296453475953,0.23037037253379822,52082
0.734140956401825,0.265859055519104,51526
0.8467538356781006,0.15324616432189941,1448
0.1831806093454361,0.8168193697929382,61644
0.46024776101112364,0.5397522628307343,62199
0.5843318104743958,0.4156681656837463,44932
0.1682322233915329,0.831767737865448,12577
0.5026755690574646,0.49732441306114195,6010
0.31150353848934176,0.688496446609497,64073
0.11528887301683426,0.8847111105918884,22751
0.7141003727912902,0.2858996093273163,8242
0.7328128337860107,0.26718718707561495,72186
0.7480240583419799,0.25197593569755555,34340
0.7665059089660644,0.2334941118955612,48939
0.5734948754310608,0.4265051126480103,68996
0.6180837392807007,0.3819162368774414,24222
0.6358497619628907,0.36415024399757384,20691
0.5266101241111756,0.4733898758888245,21750
0.7809670805931092,0.21903291940689087,50869
0.5737003326416016,0.4262996733188629,67224
0.6886633992195129,0.31133662462234496,27073
0.49357213973999026,0.5064278960227966,45079
0.30369965732097626,0.6963003396987915,22285
0.8326415061950684,0.1673584759235382,42992
0.7156849145889282,0.2843151092529297,68339
0.8164290189743042,0.18357097506523132,29539
0.6472732543945312,0.3527267575263977,10792
0.6651906251907349,0.33480936884880064,8611
0.44834540486335756,0.5516546249389649,68083
0.883919095993042,0.11608089059591294,66525
0.39798176288604736,0.6020182490348815,63058
0.5511862576007843,0.4488137423992157,47545
0.8810348033905029,0.11896516978740693,41659
0.18857469260692597,0.8114253044128418,61640
0.6287433743476868,0.3712566137313843,68045
0.5575301826000214,0.44246978163719175,16937
0.2806646734476089,0.7193353295326232,3887
0.15109083354473113,0.8489091753959656,411
0.6725961446762085,0.3274038553237915,44012
0.8926698565483093,0.10733013451099396,61460
0.386709725856781,0.6132902503013611,6502
0.8532022595405578,0.1467977210879326,550
0.4824319541454315,0.517568051815033,58222
0.651221776008606,0.3487782120704651,74399
0.678434181213379,0.32156582474708556,35388
0.7347594738006592,0.2652405261993408,73312
0.39361457228660585,0.6063854157924652,39168
0.6236659407615661,0.37633406519889834,47804
0.7489380955696106,0.2510618925094604,40010
0.580513596534729,0.41948642730712893,13905
0.5963513731956482,0.40364864468574524,31436
0.4250750422477722,0.5749249339103699,65592
0.2021701604127884,0.7978298544883728,42685
0.38692121505737304,0.613078773021698,34175
0.7703432202339172,0.22965675592422485,20796
0.7909280776977539,0.20907193422317505,4985
0.9007766962051391,0.09922332316637039,66271
